Unnamed: 0,text_1,score
1601,makassar jaman cilik pantai losari dulunya kadang lihat tai ngambang sampah aroma bikin tobat jameson senang kalo ajak malam minggu ajak minum jus alpukat goba jus,positif
1602,dinas lingkung hidup kota makassar benah normalisasi proses salur sampah olah limbah tpa tamangapa kota makassar httpstcoqcnquss,negatif
1603,koramil majauleng kolaborasi mahasiswa uin makassar urus masjid upaya cegah potensi banjir sumbat sampah koramil majauleng pimpin serka yohanis langgi laksana giat karya bhakti httpstcolr,negatif
1604,thejakartaglobe indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat,positif
1605,thejakartaglobe indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat,positif
1606,bbcindonesia indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcojieopuvaz,positif
1607,liputandotcom indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcophkec,netral
1608,kspgoid indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcobucdryue,positif
1609,jokowi indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcoalitlna,positif
1610,jokowi indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcohosnrkky,positif
1611,indomaret indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcofmjhpugavo,netral
1612,indomaret indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcovbmluzmldl,netral
1613,psiid makassar larang hukum pilih psipartai sampah indonesia,netral
1614,ajar bosowa school makassar gelar aksi bersih sampah cpi upaya wujud gaya hidup puluh ajar bosowa school makassar aksi bersih sampah inisiasi httpstcoew makassar bosowaschool bosowaschoolmakassar,positif
1615,viralviralaja buang sampah tamamaung makassar,netral
1616,larut echo enzim maksimal urai polusi akibat tumpu sampah tpa antang kepala damkar kota makassar hasanuddin senin januari damkar makassar kerah armada verifikasi adipura selengkapnyahttpstcoggnzej,positif
1617,siswa bosowa pungut sampah cpi makassar httpstco,netral
1618,siswa bosowa pungut sampah cpi makassar httpstconwjipatz,netral
1619,duta pemuda spora makassar tim pkk ujung tanah gelar appatasa bersihbersih sampah kawasan pesisir httpstcorqzdngzguf httpstcosqmwdzdnx,positif
1620,aksi appatasa sih ton sampah kawasan pesisir makassar httpstcogmszmenb,positif
1621,actually pantai makassar bagus bagus losari minus sampah lumayan sera,positif
1622,hutan dukung tata kelola ramah lingkung khusunya kelola sampah lingkung pesantren hutan buka dukung giat bersih lingkung program tanggung sosial amp lingkung bumn perhutanibinapesantren httpstcovudjfzsdls,positif
1623,unik paud wajib murid bayar iur sampah idenesia today didik anak usia kota makassar wajib murid bayar iur sampah unik banget yah pirsa liput httpstcosqlnavmud,positif
1624,unik paud wajib murid bayar iur sampah idenesia today didik anak usia kota makassar wajib murid bayar iur sampah unik banget yah pirsa liput httpstconaorzmmp,positif
1625,dengar kabar buruk hantu bumi cair ice kutub laut penuh sampah spesies ancam punah lepas faktor ubah iklim panas global parah bpkhtl httpstcotmliwm,negatif
1626,sukses jalan sehat ganjar makassar tinggal sampah httpstcoaqqwjqra,positif
1627,jumat rasni hiibrahim luhkan kota ternate lapor giat bersih sampah kelmakassar timur dkp kota ternate november giatluhkansatminkalambon kotaternate pembersihansampa bpambon httpstcokgpiknylh,positif
1628,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcosbzyibi,negatif
1629,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcoo,negatif
1630,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcov,negatif
1631,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcoyh,negatif
1632,bincang circular economy makassar sorot olah sampah plastik httpstcomwhkjq,negatif
1633,surat perintah lidi nomor printapfl tanggal okt kejar makassar raib dana proyek tanah utk industri olah sampah daerah temu seleweng httpstco,negatif
1634,seleweng dana industri sampah makassar orang sdh sangka dlm proyek nila rp miliar kronologi berita tenggelam kabar kamis siskaeee dlm drara kiss of life teman amp dots utas httpstcogsrcai,negatif
1635,akmal idrus pemuda makassar hasil cipta inovasi kewirausahaan sosial nama rappo khawatir kantong plastik pakai indonesia masif akmal inisiatif olah sampah plastik httpstcoswpqutlczi,negatif
1636,press release kait sangka duga simpang bebas lahan industri kelola sampah perintah kota makassar letak lurah tamalanrea jaya camat tamalanrea kota makassar httpstcobn,positif
1637,bonekodimpangkep peduli bersih lingkung babinsa kel bone kodim pangkep serma amir laksana kerja bakti bersih sampah liar staf lurah jabat rtrw kel bone jalan poros makassarbarru kel bone kec segeri kab pangkep httpstcokyqiqop,positif
1638,video bentuk kelola bank sampah kota makassar inovasi contoh httpstcoiivh httpstcoavs,negatif
1639,kelola sampah desak langkah gudang kait kelola sampah potensi beban sampah darat cipta bencana sungai laut smkkehutanannegerimakassar httpstcorknbzantn,negatif
1640,waspada potensi bakar tpa antang ayo metana busuk sampah bakar suhu panas pek,positif
1641,kolaborasi pemkot makassarpandawara group sih sampah kampung nelayan perintah camat tallo laksana kerja bakti anak muda kota bandung gabung pandawara group httpstcojcahpvpcs beritautama makassar kampungnelayanmakassar,positif
1642,kolaborasi pemkot makassarwcd sulselolymplastpandawara group sih sampah kampung nelayan baca berita lengkap httpstcoevuuddaw dannypomanto fatmawatirusdi kotamakassar ppidmakassar diskominfomks analorongnamakassar httpstcolirbmwitj,positif
1643,ambil langkah etterlife olymplast pandawara sih sampah makassar kuatbacacom news update httpstcoamjlte httpstcowolit,positif
1644,dinas pu makassar kerah alat berat sampah mala permai httpstcocqjsffvu,negatif
1645,pandawara group sih sampah kampung nelayan makassar pandawara group aksi bersihbersih kampung nelayan makassar sulawesi selatan olymplast wcd sulsel gtgt httpstcotelkbinc detiksulsel,netral
1646,kampung nelayan muara sungai tallo kota makassar penuh sampah bersih pandawara group minggu httpstcosjceol,positif
1647,sungai tallo makassar penuh sampah bersih pandawara group rawan httpstcojiphlcyqvw,positif
1648,infomks tolong dinas bersih kota makassar nyapu pagi tukang angkat sampah pagi tolong perhati nyapu jgn biar aja kotor tumpu gilir tukang sampah angkat yah httpstcotdsycgp,negatif
1649,cerdas rw bantu warga idenesia today rosmini buchari ketua rw lurah ballaparang camat rappocini kota makassar putus bank sampah sampah httpstco,negatif
1650,mimin cerita mbak taylor buang sampah sembarang sampah daur ulang jual mallsampah ubah mallsampah daurulangsampah sampahdaurulang melestarikanlingkungan pelestarianlingkungan makassar btp httpstcoshlsoedbip,netral
1651,dinas lingkung hidup makassar bank sampah pusat kota makassar proses kepul minyak goreng bekasjelantah bank sampah unit kota makassar pemkotmakassar dlhmakassar minyakjelantah jelantah usedoil httpstconn,negatif
1652,dlh kota makassar workshop suluh kelola sampah bank sampah lorong wisata makassar hadir workshop orang hadir direktur bank sampah unit bsu aktif motivator lingkung kota makassar httpstcosnezgehq,negatif
1653,aksi duga tipu pria kota makassar tugas bersih lurah tagih iur sampah minimarket nila ratus ribu rupiah mnctvnews lintasinews curi minimarket petugaskebersihan httpstcoproseqy,positif
1654,kota makassar pengaruh bank sampah tangan sampah plastik dewan awas asosiasibank sampahindonesia saharuddin ridwan program tangan khusus sampah plastik kecuali bank sampah,negatif
1655,psmmakassar psm gelar gengsi kalo selesai selesai martabat harga barang bekas buang sampah,netral
1656,efektivitas bank sampah makassar persen httpstcoygbalduha,negatif
1657,anak makassar tuju simulasi neraka jogja aja sih beda jogja cakep aja visual tumpu sampah malio bau pesing upil kuda,positif
1658,tpst tugas olah sampah domestik kabupaten gowa refuse derived fuel rdf indocement hadir offtaker rdf hasil produksi tpsttvr pabengtengang bajeng umkmpersampahan gowa makassar rdf apsi member,negatif
1659,indocement menandatangani mou studi sedia bahan bakar alternatif hasil olah sampah pt limbung limbah perkasa anggota apsi tanggal september kota makassar httpstcoyufzpnbe,negatif
1660,sosok mashud azikinsang peduli lingkunganinisiator komunitas manggala sekat mts makassar komunitas mts kembang ecoenzym solusi sampah organik kota makassar live sosok inspirasi lingkung sampah makasssar,negatif
1661,dinas lingkung hidup kota makassar rapat koordinasi hasil monitoring evaluasi tindak adu masyarakat giat buang sampah lokasi pt gmtd tbk selasa oktober pemkotmakassar dlhmakassar httpstcopyrpnyuchy,negatif
1662,tugas bersih lurah pria makassar tagih iur sampah minimarket ratus ribu aksi duga tipu pria kota makassar news petugaskebersihan priadimakassar iuransampah httpstcobwhblwqj,positif
1663,dinas lingkung hidup kota makassar motivator lingkung kec ujung pandang giat monitoring evaluasi kelola sampah serah timbang duduk bank sampah unit bsu salama kel lajangiru kec ujung pandang kota makassar httpstcohkyizi,negatif
1664,dinas lingkung hidup kota makassar bidang tata amp taat pplh monitoring evaluasi tindak adu usaha danatau giat buang sampah pt gmtd tbk jl metro tanjung bunga kel maccini sombala kec tamalate kota makassar httpstcopstipkg,negatif
1665,sampah sera acara apel kader pks menang anies baswedan kota makassar aniespengkhianat httpstcooeucbpsse,positif
1666,sampah manamana laku puji rawan aniesimin acara jalan gembira makassar httpstcogzhkeuc,positif
1667,sedia bahan bakar alternatif hasil kelola sampah domestik gowa libat pulung,positif
1668,pt indocement terap terobos bahan bakar alternatif sampah gowa,negatif
1669,sampah manamana laku puji rawan aniesimin acara jalan gembira makassar httpstcofjssqzvi,positif
1670,safari politik aniesimin sampah tebar makassar aniesbapakpolitikidentitas aniesbaswedanbodo httpstcoqzr,netral
1671,sampah dimanamana laku puji rawan aniesimin acara jalan gembira makassar aniesbaswedan aniesradikal pemiluserentak milu likeforlikes trending follome trending httpstcotjagydyvi,positif
1672,sampah laku puji rawan anies imin acara jalan gembira makassar httpstcolgokltdwoy,positif
1673,anies baswedan bikin sampah makassar httpstcoinbjnhtn,netral
1674,sampah dimanamana laku puji rawan aniesimin acara jalan gembira makassar httpstco,positif
1675,bucinnjaehyun rachmanovia tanyarlfes banget loh balebale kasih sampah satusatu langgan warung coto makassar meja sampah satusatu jd bekas bks ketupat tisu sera meja,positif
1676,kompascom widih klaim media sampah formulir mendadftar aja ribu habis daerah makassar sengaja hadir anies rangin rad dengki media kompos,netral
1677,penyu belimbing temu mati tel sampah plastik looh darat sampah plastik hasil laut kelola httpstcozbqlilq,negatif
1678,nelayan dukung ganjar sih sampah pantai warga makassar nyaman wisata httpstco,positif
1679,aktivitas jemput rutin upt bank sampah dinas lingkung hidup kota makassar titik bank sampah unit bsu lorong kota makassar dlhmakassar uptbanksampah bsu banksampahunit kotamakassar httpstcornvrpiakl,netral
1680,sampah pantai bersih nelayan ganjar warga makassar nyaman wisata httpstcobaifyohvm,positif
1681,tukang sampah sih sampah numpuk gak ambil slogan makassar rantasa sampah rumah gak ambil tetangga ambil bayar anjritttt,netral
1682,kelola sampah mandiri rumah sulit yah sampah hasil rumah kelola mandiri looh sampah hasillkan tpa sobat kelola sampah mandiri rumah httpstcovzbelwd,negatif
1683,gagal klo model sampah makassar sdh habis,negatif
1684,selasa rosmaladewi luhkan kab majene damping aksi bersih pantai sampah plastik lingk tamo kel baurung pemda majene pbspl makassar dinas kp prov sulbar wujud manfaat pelestrian lingk hidup brpbapmaros giat luhkan maros httpstcoqcujdwwt,negatif
1685,halo sahabatbahari rangka awas cemar sampah plastik wilayah pesisir laut road to cinta laut pangkal psdkp bitung satwas sdkp makassar sosialisasi amp tempel stiker kapal ikan pulau sulsel httpstcogyegktiaw,negatif
1686,peduli lingkung polres bulukumba polres bulukumba gelar giat peduli lingkung kerja bakti bersih sampah pantai merpati kabbulukumba mengabdiuntuknegeri httpstcodnzabzhi,negatif
1687,selasa salmiah luhkan kota makassar pantai marbo kel tallo giat bersih pantai timbang sampah nelayantallo dlm rangka prognas cinta laut kkp fasilitas bpspl makassar lurah tallo luhlapor giatluhkansatminkalmaros brpbapmaros httpstcockga,positif
1688,rabu sitti nursyamsyi luhkan makassar bintek bcl narasumber luhkan makassar bpspl topic regulasi tangkap rajungan review kumpul sampah laut kel tallo luhlapor giatluhkansarminkalmaros brpbapmaros puslatluhkp httpstcoyotppj,positif
1689,imiki makassar kumpul kg sampah plastik family gathering pulau gusung httpstcoppn imiki familygathering pulaugusung imikimakassar,negatif
1690,peduli lingkung imiki makassar gelar bakti sosial sih sampah plastik pulau gusung httpstcoqjcngzj,negatif
1691,pilar desa bonto majannang mahasiswa kkn uin makassar laksana jumat bersih bersih sampah sera pinggir jalan desa bonto majannang kec sinoa kab bantaeng kompetisibhabinkamtibmas bhabinkamtibmas httpstcobmwnznyhz,positif
1692,talakakodimpkp serda benydiktus joko sayekti babinsa keltalaka kodim pangkep camat marang seklur kel talaka tinjau lokasi tumpu sampah bersih jalan poros makassar pare lingkung laikang kel talaka kec marang kab pangkep httpstcozebshiaq,positif
1693,untung buntung proyek listrik sampah kota makassar proyek olah sampah energi listrik psel kota makassar sendat akibat kisruh warga versus perintah makassar walikotamakassar dprdmakassar kotamakassar httpstcovrktslfv,negatif
1694,ribut rapat dengar rdp ruang badan anggar dprd makassar bahas lokasi proyek olah sampah energi listrik psel makassar pantau picu warga tolak lokasi psel tamalanrea httpstcofgsetava,negatif
1695,tamalanrea lokasi psel tim ahli walikota makassar solusi tangan sampah makassar httpstcoppgoyy,negatif
1696,konflik sampah makassar urai protes tpa tamangapa proyek psel konflik sampah kota makassar panas makassar konfliksampah protestpatamangapa proyekpsel httpstcoojtuase,negatif
1697,ribut proyek psel makassar warga manggala seru tutup tpa tamangapa proyek kelola sampah energi listrik psel kota makassar panas rebut news proyekpselkotamakassar proyekpselmakassar wargamanggala httpstcopwabqkeja,positif
1698,rabu salmiah luhkan kota makasaar pantai marbo kel tallo giat bersi pantai rangka bcl nelayanluhkanbpspl makassar kumpul sampah ton luhlapor giatluhkansatmingkalmaros brpbapmaros puslatluhkp httpstcobduifqfzdr,negatif
1699,salah pantai makassar sampah temu mudahmudahan gera aja masyarakat peduli sampah arya sinulingga bumnyouthenvironmentalmovement bumncleanup bumnuntukindonesia,positif
1700,staf khusus iii menteri bumn arya sinulingga gera bersihbersih sampah tuju dorong sadar peduli masyarakat milenial bumn sampah makassar,positif
1701,hai electrizen milenial pt pln persero milenial bumn partisipasi bumn enviromental movement gera bersihbersih sampah pantai tanjung bayang makassar sulawesi selatan httpstco,positif
1702,giat tutup arah bpspl makassar nelayan partisipasi aktif kumpul sampah laut pesisir kampung nelayan bentuk dukung riah program gera cinta laut,positif
1703,sampah plastik hasil kumpul lokasi dasar hasil data kg kota bitung kg kota palu kg kota makassar,negatif
1704,hola sobatmantap tanggal agustus ditjen kelola laut ruang laut bpspl makassar giat bimbing teknis gera nasional cinta laut bcl kait kelola sampah plastik laksana lokasi httpstcoq,positif
1705,bangga makassar kualitas udara oke bau sampah,positif
1706,rebut proyek psel drama lobi kotor kota makassar panggung tarung rebut proyek kelola sampah energi listrik psel kota makassar hadir drama news perebutanproyekpsel pselmakassar lobikotor kotamakassar httpstcooupokwisqq,negatif
1707,bersih sampah serentak polri polres labuh makassar tni warga bersih tumpu sampah kanal lantamal jalan barukang patingalloang kec ujung tanah kota makassar polisibaikhati polisimembantumasyarakat polisipedulilingkungan httpstcoplpbargz,positif
1708,senin andi parida luhkan makassar damping timbang sampah lokasi program cinta laut luhlapor giatluhkansatminkalmaros brpbapmaros puslatluhkp dppkotamakassar httpstcotwppfs,positif
1709,total sampah indonesia capai juta ton jenis sampah sisa makan sisa makan buang sampah salah picu panas global sumber httpstcozaq smkknmakassar httpstcofam,negatif
1710,sbmptnfess jujur iya ane rantau makassar provinsi sulsel rendah rada nyebelin orang nya gak patuh lintas buang sampah sembarang sombong jago lingkung,positif
1711,paltiwest ya klo makassar mayoritas umat sampah ya kampung,netral
1712,kontroversi lokasi psel makassar nunung dasniar perintah kaji ulang rencana perintah kota pemkot makassar ubah sampah energi listrik psel kawasan tamalanrea makassar walikotamakassar dannypomanto nunungdasniar httpstcogfpadwlzc,negatif
1713,hasbi fraksirakyatid dukung suku bugis makassar hidup situ kotor akrab sampah,negatif
1714,pandawa ganjar laku bakti sosial serah sampah warga makassar httpstcod,positif
1715,pandawa ganjar laku bakti sosial serah sampah warga makassar httpstcopiqmlgt httpstcobjoifyw,positif
1716,anggota dprd makassar sahruddin warga buang sampah sembarang anggota dprd kota makassar sahruddin lingkung selau makassar dprdmakassar anggotadprdmakassar sahruddinsaid httpstcobjbjmnipiu,negatif
1717,owner miracle whitening skin mira hayati rp ribu sampah bekas pesta rumah makassar sulawesi selatan sulsel angkut httpstcotqul,netral
1718,owner miracle whitening skin mira hayati kota makassar sulawesi selatan sulsel rp ribu sampah rumah angkut httpstcowezypgnist,netral
1719,peduli bersih lingkung personil jajar polrestabes makassar masyarakat bersih sampah kanal jalan andi tonro makassar httpstcorbzsgmpv,positif
1720,keluh warga antang lokasi kelola sampah pindah tamalanrea makassar httpstcoeyoefzwwu,negatif
1721,kemarin makassar bicara sih sampah kotor wilayah gak kindisi rumah sdri ngaca wooeei httpstcouebyqmcrku,netral
1722,brantas abipraya bangun olah sampah padu tpst ikn bangun lahan luas hektare bangun tpst kawasan inti pusat perintah kipp ikn camat paku abiprayabanguntpstdiikn httpstcouhcuigeh,negatif
1723,aksi bersih sampah sungai malili sampah sera sungai malili polres luwu timur siswa sman luwu timur komunitas cinta alam opab wujudkanlingkunganbersih polisibaik polisipedulilingkungan httpstcohdme,positif
1724,bentuk peduli lingkung jajar polda sulsel bersih sampah serentak jajar polda sulsel laksana giat bersih sampah serentak wilayah giat laksana serentak polres wujudkanlingkunganbersih httpstconviptrynud,positif
1725,fascnate mohon orang makassar tertib klo sampah kaya fuck ya dmna sera sampah geuleuh banget nongkrong gegayaan starbucks cpi manner kya warkop buang tinggal tumph gak inisiatif bersihin pakai tisu ape heran,positif
1726,bentuk peduli lingkung jajar polda sulsel bersih sampah serentak jajar polda sulsel laksana giat bersih sampah serentak wilayah giat laksana serentak polres wujudkanlingkunganbersih httpstcownhnrjcr,positif
1727,jakmania bersih sampah seta tanding persija jakarta vs psm makassar stadion gelora karno jakarta malam senin ayo jaga rawat gbk kabiners credit by hazbi via jakartaterkini httpstcokauwszuo,netral
1728,aksi simpatik the jakmania sih sampah tribun stadion gbk laga persija vs psm makassar thejakmania persijajakarta persija psmmakassar sugbk liga httpstcojcb,positif
1729,mafiawasit yukk dukung rencana fifa pakai kotor menit bola henti henti ngeliatin tim sampah kaya psmmakassar terusterusan main liga bosen fuck serang cacat,negatif
1730,altereghostt erikmen psmmakassar pikir sih tuh juara liga goblog konvoi pakai truk sampah main ngemis bonus instagram cuk rebah rumput parepare krikilnya have some shame asshole,negatif
1731,miskiy romeowalker makassar sampah hasil pangkas pohon brupa daunranting tetangga rumah tdk ambil tugas kumpul sampah sampah ya konon ambil bayar,netral
1732,nunung dasniar sorot pilih lokasi psel tamalanrea perintah kaji ulang anggota komisi dprd kota makassar nunung dasniar sorot pilih lokasi kelola sampah makassar dprdmakassar nunungdasniar psel tamalanrea httpstcosakljdmlz,netral
1733,sampah plastik selokan cemar sisi minor batas kampus unhas tamalanrea kawasan pondok httpstcoiddlopo,negatif
1734,kompleks bau sampah udara bawa tpa bau sampah nyebar komplek makassar sih bau sampah,negatif
1735,wastechange mitra bank sampah makassar tks,negatif
1736,wali kota paris ajar kelolah sampah makassar,negatif
1737,kota paris sampah tumpuk tikus liar paris program lisa lihat sampah ambil mobil tangkasaki httpstcohuwngt,positif
1738,bank sampah asoka bina pt gadai kota makassar hasil juara bank sampah unit menteri lingkung hidup hutan httpstcotvkwvspmd,positif
1739,bank sampah asoka bank sampah bina pt gadai kota makassar hasil juara bank sampah unit klhk selasa sindonews news httpstcokblymtpgi,positif
1740,bank sampah bina gadai makassar raih harga klhk httpstcotewuif,netral
1741,wujud lingkung hidup bersih polsek paotere polres labuh makassar kerja bakti bersikan sampah laut polisibaik httpstcooymmst,positif
