,text_1,english,polarity,score
1595,myxlcare jaring makassar hilang jaring muncul kuota lokal paket hilang cek jual paket tulis kuota lokal medan sampah operator,myxlcare net Makassar lost net appears local quota package lost check sell package write local quota Medan garbage operator,0,netral
1596,myxlcare operator sampah pesan balas bot njing jaring xl makassar hilang woiii,myxlcare garbage operator message reply bot njing net XL Makassar missing wow,-0.033333333,negatif
1597,danny sorot iur sampah mal makassar rp juta httpstcoybpbzccn,Danny highlights the Makassar Mall waste fee of IDR million httpstcoybpbzccn,-0.2,negatif
1598,tanyarlfes singapore nyaman tinggal negara bersih banget banget banget poin plus banget orang lihat sampah tempat beda makan aja sih lidah indonesia makassar tepat,"askedarlfes singapore comfortable living in a very clean country, really a plus point, people see rubbish in different places, just eat, Indonesian language, Makassar is right",0.27247619,positif
1599,pasti selamat kapolrestabes makassar kunjung bayi temu sampah httpstcouhjxlnokl,"Surely congratulations, Makassar Police Chief, visit the baby to meet the trash httpstcouhjxlnokl",0.5,positif
1600,koordinasi identifikasi calon lokasi kelompok nelayan mitra bank sampah lurah makassar timur gamala kayu merah sasa fitu jambula kastela kelompok usaha kub nelayan tangkap identifikasi,"Coordination of identification of prospective locations of fishermen's groups, waste bank partners, East Makassar village head, Gamala, Kayu Merah, Sasa Fitu, Jamula Kastela, Fishermen's Club business group, catch identification",-0.2,negatif
1601,makassar jaman cilik pantai losari dulunya kadang lihat tai ngambang sampah aroma bikin tobat jameson senang kalo ajak malam minggu bulan ajak minum jus alpukat goba jus,"Makassar when I was a kid at Losari Beach, I used to sometimes see trash floating around, the aroma made me repent. Jameson was happy to invite me on Saturday night and drink avocado juice, goba juice.",0.8,positif
1602,dinas lingkung hidup kota makassar benah normalisasi proses salur sampah olah limbah tpa tamangapa kota makassar httpstcoqcnquss,Makassar City Environmental Service improves normalization of waste distribution process for Tamangapa landfill waste in Makassar City httpstcoqcnquss,-0.2,negatif
1603,koramil majauleng kolaborasi mahasiswa uin makassar urus masjid upaya cegah potensi banjir sebab sumbat sampah koramil majauleng pimpin serka yohanis langgi laksana giat karya bhakti httpstcolrxxulk,Majauleng Koramil collaboration with UIN Makassar students to manage the mosque in an effort to prevent potential flooding due to garbage blockages Majauleng Koramil led by Serka Yohanis Langgi in an active devotional work httpstcolrxxulk,-0.086111111,negatif
1604,thejakartaglobe indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat,"thejakartaglobe Indomaret shopping Indomaret Makassar, give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk",0.152777778,positif
1605,thejakartaglobe indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat,"thejakartaglobe Indomaret shopping Indomaret Makassar, give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk",0.152777778,positif
1606,bbcindonesia indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcojieopuvaz,"bbcindonesia Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcojieopuvaz",0.152777778,positif
1607,liputandotcom indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcophkec,merdeka.com,0,netral
1608,kspgoid indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcobucdryue,"kspgoid Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcobucdryue",0.152777778,positif
1609,jokowi indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcoalitlna,"Jokowi Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcoalitlna",0.152777778,positif
1610,jokowi indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcohosnrkky,"Jokowi Indomaret shopping Indomaret Makassar gives plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcohosnrkky",0.152777778,positif
1611,indomaret indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcofmjhpugavo,Indonesia,0,netral
1612,indomaret indomaret belanja indomaret makassar kasih plastik sulit belanja barang bgmna ambil brng rumahdan beli sabon makan campur klo perintah pelastik duluan ambil sampah jalan sehat httpstcovbmluzmldl,Indonesia,0,netral
1613,psiid makassar larang hukum pilih psipartai sampah indonesia,Makassar psiid prohibits the law from voting for the Indonesian trash party psiid,0,netral
1614,ajar bosowa school makassar gelar aksi bersih sampah cpi upaya wujud gaya hidup lanjut puluh ajar bosowa school makassar aksi bersih sampah inisiasi httpstcoewxbztcat makassar bosowaschool bosowaschoolmakassar,Ajar Bosowa School Makassar Holds CPI Trash Cleaning Action Efforts to Embody Advanced Lifestyle Twenty Ajar Bosowa School Makassar Garbage Cleaning Action Initiation httpstcoewxbztcat Makassar Bosowaschool Bosowaschool Makassar,0.2,positif
1615,viralviralaja buang sampah tamamaung makassar,viralviralaja throws away trash in Tamamaung Makassar,0,netral
1616,larut echo enzim maksimal urai polusi akibat tumpu sampah tpa antang kepala damkar kota makassar hasanuddin senin januari damkar makassar kerah armada siap verifikasi adipura selengkapnyahttpstcoggnzejxfiz,soluble echo maximal enzyme breaks down pollution caused by landfill landfill antang Makassar city fire chief Hasanuddin Monday January Makassar fire brigade collar fleet ready for full Adipura verification httpsstcoggnzejxfiz,0.131481481,positif
1617,siswa bosowa pungut sampah cpi makassar httpstcoxxjidaqz,Bosowa students pick up trash CPI Makassar httpstcoxxjidaqz,0,netral
1618,siswa bosowa pungut sampah cpi makassar httpstconwjipatz,Bosowa students pick up trash CPI Makassar httpstconwjipatz,0,netral
1619,duta pemuda spora makassar tim pkk ujung tanah gelar appatasa bersihbersih sampah kawasan pesisir httpstcorqzdngzguf httpstcosqmwdzdnx,"Makassar Spore Youth Ambassador, PKK Team at the Edge of Land Holds Appatasa to Clean Up Waste in Coastal Area httpstcorqzdngzguf httpstcosqmwdzdnx",0.083333333,positif
1620,aksi appatasa sih ton sampah kawasan pesisir makassar httpstcogmszmenb,"Appatasa action, tons of rubbish in the Makassar coastal area httpstcogmszmenb",0.1,positif
1621,actually pantai makassar bagus bagus losari minus sampah lumayan sera,"Actually, Makassar beach is good, Losari minus the rubbish is quite good",0.325,positif
1622,hutan dukung tata kelola ramah lingkung khusunya kelola sampah lingkung pesantren hutan buka dukung giat bersih lingkung program tanggung sosial amp lingkung bumn perhutanibinapesantren httpstcovudjfzsdls,"forests support environmentally friendly governance, especially managing environmental waste, open forest boarding schools support active environmental cleanup, social and environmental responsibility programs, state-owned company Perhutanibina Pesantren httpstcovudjfzsdls",0.0125,positif
1623,unik paud wajib murid bayar iur sampah idenesia today didik anak usia kota makassar wajib murid bayar iur sampah unik banget yah pirsa liput httpstcosqlnavmud,"Unique: Preschool students are required to pay rubbish fees Idenesia today Makassar city aged children are required to pay rubbish fees. This is really unique, watch the coverage httpstcosqlnavmud",0.216666667,positif
1624,unik paud wajib murid bayar iur sampah idenesia today didik anak usia kota makassar wajib murid bayar iur sampah unik banget yah pirsa liput httpstconaorzmmp,"Unique: Preschool students are required to pay fees for waste, Idenesia today, Makassar city-aged children are required to pay fees for trash, really unique, watch this coverage httpstconaorzmmp",0.183333333,positif
1625,dengar kabar buruk hantu bumi cair ice kutub laut penuh sampah spesies ancam punah lepas faktor ubah iklim panas global parah bpkhtl httpstcotmliwmxz,"hear the bad news, ghosts, liquid earth, ice, polar seas full of rubbish, endangered species, severe global heat climate change factors, BPKHTL httpstcotmliwmxz",-0.108333333,negatif
1626,sukses jalan sehat ganjar makassar tinggal sampah httpstcoaqqwjqra,"successful healthy walk, Ganjar Makassar is left with trash httpstcoaqqwjqra",0.416666667,positif
1627,jumat rasni hiibrahim luhkan kota ternate lapor giat bersih sampah kelmakassar timur dkp kota ternate november giatluhkansatminkalambon kotaternate pembersihansampa bpambon httpstcokgpiknylh,friday rasni hiibrahim lukan ternate city report actively clean up rubbish kelmakassar east dkp ternate city november be active luhkansatminkalambon kotaternate cleanup sampa bpambon httpstcokgpiknylh,0.116666667,positif
1628,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcosbzyibi,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcosbzyibi",-0.35,negatif
1629,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcooxgioatc,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcooxgioatc",-0.35,negatif
1630,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcovxfgkuykhn,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcovxfgkuykhn",-0.35,negatif
1631,jenis sampah enam kota medan samarinda makassar denpasar surabaya jakarta dominasi kemas serpih plastik sulit olah iptek adadikompas httpstcoyhxsaqqy,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcoyhxsaqqy",-0.35,negatif
1632,bincang circular economy makassar sorot olah sampah plastik httpstcomwhkjqxii,Makassar circular economy talk highlights processing of plastic waste httpstcomwhkjqxii,-0.2,negatif
1633,surat perintah lidi nomor printapfl tanggal okt kejar makassar sebut raib dana proyek ada tanah utk industri olah sampah daerah temu seleweng httpstcoxtgeuggrlx,warrant warrant print number apfl dated oct chase makassar call missing project funds there is land for waste processing industry in temu seleweng area httpstcoxtgeuggrlx,-0.2,negatif
1634,dalam seleweng dana industri sampah makassar orang sdh tetap sangka dlm proyek nila rp miliar kronologi berita tenggelam kabar kamis siskaeee dlm drara kiss of life teman amp dots utas httpstcogsrcaixo,"in the misappropriation of funds from the Makassar waste industry, people still suspect that in the Rp billion nila project, chronology of sinking news, Thursday's news siskaeee in drara kiss of life friends amp dots thread httpstcogsrcaixo",-0.2,negatif
1635,akmal idrus pemuda makassar hasil cipta inovasi kewirausahaan sosial nama rappo khawatir guna kantong plastik pakai indonesia masif akmal inisiatif olah sampah plastik httpstcoswpqutlczi,"Akmal Idrus, Makassar youth, creation of innovation, social entrepreneurship, name Rappo, worried about using plastic bags, Indonesia's massive Akmal plastic waste management initiative httpstcoswpqutlczi",-0.055555556,negatif
1636,press release kait tetap sangka duga simpang bebas lahan industri kelola sampah perintah kota makassar letak lurah tamalanrea jaya camat tamalanrea kota makassar httpstcobnxbwargrn,press release hook fixed suspect duga intersection free industrial land waste management orders Makassar city location of Tamalanrea Jaya village head Tamalanrea sub-district head Makassar city httpstcobnxbwargrn,0.1,positif
1637,bonekodimpangkep peduli bersih lingkung babinsa kel bone kodim pangkep serma amir laksana kerja bakti bersih sampah liar staf lurah jabat rtrw kel bone jalan poros makassarbarru kel bone kec segeri kab pangkep httpstcokyqiqop,"bonekodimpangkep cares about the clean environment of babinsa kel bone kodim pangkep serma amir carries out community service to clean up illegal rubbish, sub-district staff holds the position of rtrw kel bone, makassarbarru axis road, kel bone kec segeri pangkep district httpstcokyqiqop",0.077777778,positif
1638,video bentuk kelola bank sampah kota makassar inovasi contoh httpstcoiivhxvvq httpstcoavsxktayt,video of Makassar city waste bank management form innovation example httpstcoiivhxvvq httpstcoavsxktayt,-0.2,negatif
1639,kelola sampah desak langkah gudang kait kelola sampah potensi beban sampah darat cipta bencana sungai laut smkkehutanannegerimakassar httpstcorknbzantn,waste management urges steps warehouse hooks manage waste potential load of land waste creates disaster river sea smkkehutanannegerimakassar httpstcorknbzantn,-0.15,negatif
1640,waspada potensi bakar tpa antang ayo metana busuk sampah bakar suhu panas pek,"be aware of the potential for burnt waste, come on, rotten methane, burnt trash, hot temperatures, pack",0.075,positif
1641,kolaborasi pemkot makassarpandawara group sih sampah kampung nelayan perintah camat tallo laksana kerja bakti anak muda kota bandung gabung pandawara group httpstcojcahpvpcs beritautama makassar kampungnelayanmakassar,"Makassar city government collaboration, pandawara group, trash from fishing villages, orders from the head of Tallo sub-district to carry out community service for young people in Bandung City, join Pandawara group httpstcojcahpvpcs Beritamain Makassar Kampung NelayanMakassar",0.1,positif
1642,kolaborasi pemkot makassarwcd sulselolymplastpandawara group sih sampah kampung nelayan baca berita lengkap httpstcoevuuddaw dannypomanto fatmawatirusdi kotamakassar ppidmakassar diskominfomks analorongnamakassar httpstcolirbmwitj,Makassar City Government Collaboration WCD SulselolymplastPandawara Group Fishing Village Waste Read the full news httpstcoevuuddaw dannypomanto fatmawatirusdi Kotamakassar ppidmakassar diskominfomks analorongnamakassar httpstcolirbmwitj,0.075,positif
1643,ambil langkah etterlife olymplast pandawara sih sampah makassar kuatbacacom news update httpstcoamjlte httpstcowolit,take steps etterlife olymplast pandawara heck Makassar strong garbagebacacom news update httpstcoamjlte httpstcowolit,0.433333333,positif
1644,dinas pu makassar kerah alat berat atas sampah mala permai httpstcocqjsffvu,Makassar public service collars heavy equipment for Mala Permai rubbish httpstcocqjsffvu,-0.1,negatif
1645,pandawara group sih sampah kampung nelayan makassar pandawara group aksi bersihbersih kampung nelayan makassar sulawesi selatan olymplast wcd sulsel gtgt httpstcotelkbinc detiksulsel,"Pandawara Group, Makassar Fishing Village Trash",0,netral
1646,kampung nelayan muara sungai tallo kota makassar penuh sampah bersih pandawara group minggu httpstcosjceol,"The fishing village at the mouth of the Tallo River, Makassar City, is full of rubbish. Clean up Pandawara Group Sunday httpstcosjceol",0.358333333,positif
1647,sungai tallo makassar penuh sampah bersih pandawara group rawan httpstcojiphlcyqvw,"Makassar's Tallo River is full of clean rubbish, Pandawara Group is prone to httpstcojiphlcyqvw",0.358333333,positif
1648,infomks tolong dinas bersih kota makassar nyapu pagi tukang angkat sampah pagi tolong perhati nyapu jgn biar aja kotor tumpu gilir tukang sampah angkat yah httpstcotdsycgp,"infomks please the Makassar city cleanliness department with morning sweeps, morning garbage pickers, please pay attention to the sweep, don't let it get dirty, it's your turn to pick up the garbage, OK httpstcotdsycgp",-0.05,negatif
1649,cerdas rw bantu warga idenesia today rosmini buchari ketua rw lurah ballaparang camat rappocini kota makassar putus diri bank sampah atas sampah httpstcoxgeiqbkx,smart rw helps idenesia residents today rosmini buchari rw chairman ballaparang subdistrict head rappocini makassar city breaks up waste bank over waste httpstcoxgeiqbkx,-0.061904762,negatif
1650,mimin cerita mbak taylor buang sampah sembarang sampah daur ulang jual mallsampah ubah baik mallsampah daurulangsampah sampahdaurulang melestarikanlingkungan pelestarianlingkungan makassar btp httpstcoshlsoedbip,"Mimin tells Ms. Taylor's story about throwing away any rubbish, recycling rubbish, selling trash, changing it to mall, recycling rubbish, recycling rubbish, preserving the environment, preserving the environment, Makassar BTP httpstcoshlsoedbip",0,netral
1651,dinas lingkung hidup makassar bank sampah pusat kota makassar proses kepul minyak goreng bekasjelantah bank sampah unit kota makassar pemkotmakassar dlhmakassar minyakjelantah jelantah usedoil httpstconnxkrzmvk,"Makassar Environmental Service, Makassar City Center Waste Bank, Used Cooking Oil Pulp Process, Waste Bank, Makassar City Unit, Makassar City Government, DlhMakassar, Waste Cooking Oil, Used Cooking Oil httpstconnxkrzmvk",-0.175,negatif
1652,dlh kota makassar workshop suluh kelola sampah bank sampah lorong wisata makassar serta hadir workshop orang hadir direktur bank sampah unit bsu aktif motivator lingkung kota makassar httpstcosnezgehq,"Dlh Makassar City, Workshop on Waste Management, Waste Bank, Makassar Tourist Hallway and People Attending Workshop Director of Waste Bank, Active BSU Unit, Makassar City Environmental Motivator httpstcosnezgehq",-0.183333333,negatif
1653,aksi duga tipu pria kota makassar aku tugas bersih lurah tagih iur sampah minimarket nila ratus ribu rupiah mnctvnews lintasinews curi minimarket petugaskebersihan httpstcoproseqy,"Makassar city man's alleged deception, my job is to clean the village head to collect minimarket rubbish fees worth hundreds of thousands of rupiah mnctvnews Lintasinews steal minimarket cleaning staff httpstcoproseqy",0.188888889,positif
1654,kota makassar pengaruh bank sampah tangan banyak sampah plastik dewan awas asosiasibank sampahindonesia saharuddin ridwan aku program tangan khusus sampah plastik kecuali bank sampah,"Makassar City Influence of Hand Waste Bank - Lots of Plastic Waste, Indonesian Waste Bank Association Supervisory Council, Saharuddin Ridwan, Special Hand Program for Plastic Waste, Except for Waste Banks",-0.107142857,negatif
1655,psmmakassar psm gelar gengsi kalo selesai selesai martabat harga barang bekas buang sampah,psmmakassar psm will have a degree of prestige when it is finished with the dignity of the price of used goods thrown away,0,netral
1656,efektivitas bank sampah makassar persen httpstcoygbalduha,Makassar waste bank effectiveness percent httpstcoygbalduha,-0.2,negatif
1657,anak makassar tuju simulasi neraka jogja aja sih beda jogja cakep aja visual tumpu sampah malio bau pesing upil kuda,"Makassar kids go to simulate hell, Jogja, it's different, Jogja is just cute, visuals, Malio's trash pile smells of urine, horses' noses",0.25,positif
1658,tpst tugas olah sampah domestik kabupaten gowa refuse derived fuel rdf indocement hadir offtaker rdf hasil produksi tpsttvr pabengtengang bajeng umkmpersampahan gowa makassar rdf apsi member,tpst task of domestic waste processing Gowa district refuse derived fuel rdf indocement present offtaker rdf production results tpsttvr pabengtengang bajeng umkmwaste gowa makassar rdf apsi member,-0.066666667,negatif
1659,indocement menandatangani mou studi sedia bahan bakar alternatif hasil olah sampah pt limbung limbah perkasa anggota apsi tanggal september kota makassar httpstcoyufzpnbe,Indocement signs MoU to study availability of alternative fuels from waste processing PT Limbung Waste Perkasa APS members date September Makassar City httpstcoyufzpnbe,-0.2,negatif
1660,sosok mashud azikinsang peduli lingkunganinisiator komunitas manggala sekat mts makassar komunitas mts kembang ecoenzym solusi sampah organik kota makassar live sosok inspirasi lingkung sampah makasssar,"the figure of Mashud Azikinsang who cares about the environment, initiator of the Manggala Sekat MTS Makassar community, MTS community, kembang ecoenzym, organic waste solution for Makassar City, live Makassar waste environmental inspiration figure",-0.087878788,negatif
1661,dinas lingkung hidup kota makassar rapat koordinasi expose hasil monitoring evaluasi tindak adu masyarakat giat buang sampah lokasi pt gmtd tbk selasa oktober pemkotmakassar dlhmakassar expose httpstcopyrpnyuchy,Makassar City Environmental Service Coordination Meeting Expose Results of Monitoring Evaluation Action Community Actively Dispose of Waste PT GMTD TBK Location Tuesday October Makassar City Government Dlhmakassar Expose httpstcopyrpnyuchy,-0.077777778,negatif
1662,aku tugas bersih lurah pria makassar tagih iur sampah minimarket ratus ribu aksi duga tipu pria kota makassar aku news petugaskebersihan priadimakassar iuransampah httpstcobwhblwqjxq,I'm on duty to clean the Makassar male sub-district head to collect hundreds of thousands of minimarket rubbish fees. Actions suspected of defrauding Makassar city men,0.183333333,positif
1663,dinas lingkung hidup kota makassar motivator lingkung kec ujung pandang giat monitoring evaluasi kelola sampah serah timbang duduk bank sampah unit bsu salama kel lajangiru kec ujung pandang kota makassar httpstcohkyizi,"Makassar City Environmental Service Environmental Motivator Kec, Ujung Pandang, Active Monitoring, Evaluation, Waste Management, Handover, Weighing, Sit-in, Waste Bank, BSU Unit, Salama, Kel Yohanesiru, Kec, UjungView, Makassar City httpstcohkyizi",-0.177777778,negatif
1664,dinas lingkung hidup kota makassar bidang tata amp taat pplh monitoring evaluasi tindak adu usaha danatau giat buang sampah pt gmtd tbk jl metro tanjung bunga kel maccini sombala kec tamalate kota makassar httpstcopstipkg,"Makassar City Environmental Service in the field of governance & PPLH compliance monitoring, evaluation of business action and/or active waste disposal PT GMTD TBK Jl Metro Tanjung Bunga Kel Maccini Sombala Kec Tamalate Makassar City httpstcopstipkg",-0.077777778,negatif
1665,sampah sera acara apel kader pks menang anies baswedan kota makassar aniespengkhianat httpstcooeucbpsse,trash and apple event for pks cadres wins anies baswedan makassar city aniespengkhianat httpstcooeucbpsse,0.3,positif
1666,sampah manamana laku puji rawan aniesimin acara jalan gembira makassar httpstcogzhkeuc,Manamana trash sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcogzhkeuc,0.8,positif
1667,sedia bahan bakar alternatif hasil kelola sampah domestik gowa libat pulung,"Alternative fuel available from Gowa's domestic waste management, Involved in Pulung",0.066666667,positif
1668,pt indocement terap terobos bahan bakar alternatif atas sampah gowa,PT Indocement continues to make breakthroughs in alternative fuel for Gowa's waste,-0.2,negatif
1669,sampah manamana laku puji rawan aniesimin acara jalan gembira makassar httpstcofjssqzvi,Manamana trash sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcofjssqzvi,0.8,positif
1670,safari politik aniesimin sebab sampah tebar makassar aniesbapakpolitikidentitas aniesbaswedanbodo httpstcoqzrxektai,aniesimin's political safari because of the trash spread in Makassar aniesbapakpoliticsidentity aniesbaswedanbodo httpstcoqzrxektai,0,netral
1671,sampah dimanamana laku puji rawan aniesimin acara jalan gembira makassar aniesbaswedan aniesradikal pemiluserentak milu likeforlikes trending follome trending httpstcotjagydyvi,rubbish everywhere sell praise prone aniesimin Makassar happy walk event aniesbaswedan aniesradikal electionsimultaneously milu likeforlikes trending follome trending httpstcotjagydyvi,0.8,positif
1672,sampah mana laku puji rawan anies imin acara jalan gembira makassar httpstcolgokltdwoy,Which trash sells Praise Rawan Anies Imin Makassar Happy Walk Event httpstcolgokltdwoy,0.8,positif
1673,anies baswedan bikin sampah makassar httpstcoinbjnhtn,Anies Baswedan creates trash in Makassar httpstcoinbjnhtn,0,netral
1674,sampah dimanamana laku puji rawan aniesimin acara jalan gembira makassar httpstcoxfavlqfr,Trash everywhere sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcoxfavlqfr,0.8,positif
1675,bucinnjaehyun rachmanovia tanyarlfes banget loh balebale kasih sampah satusatu langgan warung coto makassar meja sampah satusatu jd bekas bks ketupat tisu sera meja,"bucinnjaehyun rachmanovia tanyarlfes really, balebale gives trash to one customer at the Coto Makassar stall, one trash table becomes used ketupat tissue and one table",0.2,positif
1676,kompascom widih klaim media sampah formulir serta mendadftar aja ribu habis daerah luar makassar sengaja hadir anies rangin rad dengki media kompos,"Kompascom Widih claim media garbage form and just register, thousands of areas outside Makassar are deliberately present, Anies Rangin Rad Envy Media Kompos",0,netral
1677,penyu belimbing temu mati tel sampah plastik looh darat sampah plastik hasil laut kelola httpstcozbqlilq,Leatherback turtle Temu Mati Tel plastic waste on land Looh marine plastic waste managed httpstcozbqlilq,-0.2,negatif
1678,nelayan dukung ganjar sih sampah pantai warga makassar nyaman wisata httpstcoxrusdxdvop,Fishermen support rewards for Makassar residents' beach trash for comfortable tourism httpstcoxrusdxdvop,0.4,positif
1679,aktivitas jemput rutin upt bank sampah dinas lingkung hidup kota makassar titik bank sampah unit bsu lorong kota makassar dlhmakassar uptbanksampah bsu banksampahunit kotamakassar httpstcornvrpiakl,routine pick-up activity upt trash bank Makassar City Environmental Service Garbage Bank Point BSU Unit Makassar City Hallway Dlhmakassar Uptbank Sampah BSU Bank SampahUnit Makassar City httpstcornvrpiakl,0,netral
1680,sampah pantai bersih nelayan ganjar warga makassar nyaman wisata httpstcobaifyohvm,Clean beach rubbish fishermen reward Makassar residents for comfortable tourism httpstcobaifyohvm,0.383333333,positif
1681,tukang sampah sih sampah numpuk gak ambil slogan makassar rantasa sampah rumah gak ambil tetangga ambil bayar anjritttt,"Garbage man, rubbish piled up, don't take it, Makassar slogan, house trash, don't take it, neighbors take it, pay anjritttt",0,netral
1682,kelola sampah mandiri rumah sulit yah sampah hasil rumah kelola mandiri looh sampah hasillkan tpa sobat kelola sampah mandiri rumah httpstcovzbelwd,"managing waste independently at home is difficult, managing waste at home independently, you know, waste produced at landfill, friends, managing waste independently at home httpstcovzbelwd",-0.1625,negatif
1683,gagal klo model sampah makassar sdh habis,It will fail if the Makassar waste model has run out,-0.35,negatif
1684,selasa rosmaladewi luhkan kab majene damping aksi bersih pantai sampah plastik lingk tamo kel baurung pemda majene pbspl makassar dinas kp prov sulbar wujud manfaat pelestrian lingk hidup brpbapmaros giat luhkan maros httpstcoqcujdwwt,"Tuesday Rosmaladewi complains about Majene District accompanying beach clean-up action, plastic waste around Tamo Kel, Baurung Regional Government, Majene PBSPL Makassar, West Sulawesi Provincial KP Service, benefits of environmental preservation brpbapmaros actively complains about Maros httpstcoqcujdwwt",-0.077777778,negatif
1685,halo sahabatbahari rangka awas cemar sampah plastik wilayah pesisir laut road to cinta laut pangkal psdkp bitung satwas sdkp makassar sosialisasi amp tempel stiker kapal ikan pulau sulsel httpstcogyegktiaw,"hello maritime friends, order to watch out for polluted plastic waste in coastal areas of the sea, road to love the sea, psdkp base, bitung, fauna, sdkp, makassar, socialization & sticking stickers on fishing boats, South Sulawesi Island httpstcogyegktiaw",-0.166666667,negatif
1686,peduli lingkung polres bulukumba polres bulukumba gelar giat peduli lingkung kerja bakti bersih sampah pantai merpati kabbulukumba mengabdiuntuknegeri httpstcodnzabzhi,"Caring for the environment Bulukumba Police Bulukumba Police are active in caring for the environment, community service, cleaning up rubbish at Pigeon Beach, Kabbulukumba, serving the country httpstcodnzabzhi",-0.133333333,negatif
1687,selasa salmiah luhkan kota makassar pantai marbo kel tallo giat bersih pantai timbang sampah nelayantallo dlm rangka prognas cinta laut kkp fasilitas bpspl makassar lurah tallo luhlapor giatluhkansatminkalmaros brpbapmaros httpstcockgaxqkeg,Tuesday Salmiah Luhkan Makassar City Marbo Beach Kel Tallo Actively Cleaning Beaches Weighing Garbage Fishermentallo in the framework of the Maritime Love Program KKP Makassar BPSPL Facilities Head of Tallo Subdistrict Luhreporting Actively Reporting Satminkalmaros Brpbapmaros httpstcockgaxqkeg,0.077777778,positif
1688,rabu sitti nursyamsyi luhkan makassar ikut bintek bcl narasumber luhkan makassar bpspl topic regulasi tangkap rajungan review kumpul sampah laut kel tallo luhlapor giatluhkansarminkalmaros brpbapmaros puslatluhkp httpstcoyotppj,Wednesday Sitti Nursyamsyi Luh Makassar join bintek BCL resource person Luuhan Makassar BPSPL Topic Regulations for Catching Crab Review Marine Waste Collection Kel Tallo Luhreport Actively Luhkan Sarminkalmaros Brpbapmaros Puslatluhkp httpstcoyotppj,0.088888889,positif
1689,imiki makassar kumpul kg sampah plastik family gathering pulau gusung httpstcoppnxmm imiki familygathering pulaugusung imikimakassar,imiki makassar gathers kg of plastic waste family gathering gusung island httpstcoppnxmm imiki familygathering gusung island imikimakassar,-0.2,negatif
1690,peduli lingkung imiki makassar gelar bakti sosial sih sampah plastik pulau gusung httpstcoqjcngzj,"Caring for the environment, Imiki Makassar holds social service for plastic waste on Gusung Island httpstcoqjcngzj",-0.083333333,negatif
